resultId,year,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
4940,2021,Turkish Grand Prix,perez,red_bull,11,6,3,3,15,58,+33.471,5497574,53,4,1:32.459,207.841,Finished
4941,2021,Turkish Grand Prix,leclerc,ferrari,16,3,4,4,12,58,+37.814,5501917,57,8,1:32.737,207.218,Finished
4942,2021,Turkish Grand Prix,hamilton,mercedes,44,11,5,5,10,58,+41.812,5505915,52,10,1:32.763,207.160,Finished
4943,2021,Turkish Grand Prix,gasly,alphatauri,10,4,6,6,8,58,+44.292,5508395,50,11,1:32.814,207.046,Finished
4944,2021,Turkish Grand Prix,norris,mclaren,4,7,7,7,6,58,+47.213,5511316,50,3,1:32.446,207.870,Finished
4945,2021,Turkish Grand Prix,sainz,ferrari,55,19,8,8,4,58,+51.526,5515629,49,2,1:31.921,209.057,Finished
4946,2021,Turkish Grand Prix,stroll,aston_martin,18,8,9,9,2,58,+1:22.018,5546121,58,6,1:32.608,207.506,Finished
4947,2021,Turkish Grand Prix,ocon,alpine,31,12,10,10,1,57,,,24,19,1:34.584,203.171,+1 Lap
4948,2021,Turkish Grand Prix,giovinazzi,alfa,99,16,11,11,0,57,,,57,13,1:32.904,206.845,+1 Lap
4949,2021,Turkish Grand Prix,raikkonen,alfa,7,17,12,12,0,57,,,50,5,1:32.586,207.556,+1 Lap
4950,2021,Turkish Grand Prix,ricciardo,mclaren,3,20,13,13,0,57,,,34,15,1:33.255,206.067,+1 Lap
4951,2021,Turkish Grand Prix,tsunoda,alphatauri,22,9,14,14,0,57,,,54,12,1:32.844,206.979,+1 Lap
4952,2021,Turkish Grand Prix,russell,williams,63,13,15,15,0,57,,,53,16,1:33.399,205.749,+1 Lap
4953,2021,Turkish Grand Prix,alonso,alpine,14,5,16,16,0,57,,,55,14,1:33.252,206.073,+1 Lap
4954,2021,Turkish Grand Prix,latifi,williams,6,15,17,17,0,57,,,48,17,1:33.672,205.149,+1 Lap
4955,2021,Turkish Grand Prix,vettel,aston_martin,5,10,18,18,0,57,,,54,7,1:32.730,207.233,+1 Lap
4956,2021,Turkish Grand Prix,mick_schumacher,haas,47,14,19,19,0,56,,,52,18,1:34.209,203.980,+2 Laps
4957,2021,Turkish Grand Prix,mazepin,haas,9,18,20,20,0,56,,,52,20,1:35.438,201.353,+2 Laps
4958,2021,United States Grand Prix,max_verstappen,red_bull,33,1,1,1,25,56,1:34:36.552,5676552,52,2,1:39.096,200.278,Finished
4959,2021,United States Grand Prix,hamilton,mercedes,44,2,2,2,19,56,+1.333,5677885,41,1,1:38.485,201.521,Finished
4960,2021,United States Grand Prix,perez,red_bull,11,3,3,3,15,56,+42.223,5718775,32,4,1:39.566,199.333,Finished
4961,2021,United States Grand Prix,leclerc,ferrari,16,4,4,4,12,56,+52.246,5728798,41,3,1:39.303,199.861,Finished
4962,2021,United States Grand Prix,ricciardo,mclaren,3,6,5,5,10,56,+1:16.854,5753406,43,8,1:40.345,197.785,Finished
4963,2021,United States Grand Prix,bottas,mercedes,77,9,6,6,8,56,+1:20.128,5756680,41,6,1:40.147,198.176,Finished
4964,2021,United States Grand Prix,sainz,ferrari,55,5,7,7,6,56,+1:23.545,5760097,40,9,1:40.377,197.722,Finished
4965,2021,United States Grand Prix,norris,mclaren,4,7,8,8,4,56,+1:24.395,5760947,41,7,1:40.228,198.016,Finished
4966,2021,United States Grand Prix,tsunoda,alphatauri,22,10,9,9,2,55,,,47,13,1:41.151,196.209,+1 Lap
4967,2021,United States Grand Prix,vettel,aston_martin,5,18,10,10,1,55,,,40,10,1:40.481,197.517,+1 Lap
4968,2021,United States Grand Prix,giovinazzi,alfa,99,12,11,11,0,55,,,44,12,1:41.145,196.221,+1 Lap
4969,2021,United States Grand Prix,stroll,aston_martin,18,13,12,12,0,55,,,36,14,1:41.189,196.135,+1 Lap
4970,2021,United States Grand Prix,raikkonen,alfa,7,15,13,13,0,55,,,43,15,1:41.340,195.843,+1 Lap
4971,2021,United States Grand Prix,russell,williams,63,20,14,14,0,55,,,36,11,1:41.120,196.269,+1 Lap
4972,2021,United States Grand Prix,latifi,williams,6,14,15,15,0,55,,,46,17,1:41.818,194.924,+1 Lap
4973,2021,United States Grand Prix,mick_schumacher,haas,47,16,16,16,0,54,,,36,16,1:41.395,195.737,+2 Laps
4974,2021,United States Grand Prix,mazepin,haas,9,17,17,17,0,54,,,42,20,1:42.886,192.900,+2 Laps
4975,2021,United States Grand Prix,alonso,alpine,14,19,18,R,0,49,,,46,5,1:40.067,198.335,Rear wing
4976,2021,United States Grand Prix,ocon,alpine,31,11,19,R,0,40,,,28,19,1:42.194,194.207,Mechanical
4977,2021,United States Grand Prix,gasly,alphatauri,10,8,20,R,0,14,,,12,18,1:42.015,194.547,Suspension
4978,2021,Mexico City Grand Prix,max_verstappen,red_bull,33,3,1,1,25,71,1:38:39.086,5919086,52,2,1:18.999,196.134,Finished
4979,2021,Mexico City Grand Prix,hamilton,mercedes,44,2,2,2,18,71,+16.555,5935641,66,4,1:19.820,194.116,Finished
4980,2021,Mexico City Grand Prix,perez,red_bull,11,4,3,3,15,71,+17.752,5936838,49,3,1:19.468,194.976,Finished
4981,2021,Mexico City Grand Prix,gasly,alphatauri,10,5,4,4,12,71,+1:03.845,5982931,66,7,1:20.510,192.453,Finished
4982,2021,Mexico City Grand Prix,leclerc,ferrari,16,8,5,5,10,71,+1:21.037,6000123,63,9,1:20.665,192.083,Finished
4983,2021,Mexico City Grand Prix,sainz,ferrari,55,6,6,6,8,70,,,63,5,1:20.081,193.484,+1 Lap
4984,2021,Mexico City Grand Prix,vettel,aston_martin,5,9,7,7,6,70,,,70,6,1:20.460,192.572,+1 Lap
4985,2021,Mexico City Grand Prix,raikkonen,alfa,7,10,8,8,4,70,,,63,11,1:20.713,191.969,+1 Lap
4986,2021,Mexico City Grand Prix,alonso,alpine,14,12,9,9,2,70,,,54,10,1:20.711,191.973,+1 Lap
4987,2021,Mexico City Grand Prix,norris,mclaren,4,18,10,10,1,70,,,67,8,1:20.617,192.197,+1 Lap
4988,2021,Mexico City Grand Prix,giovinazzi,alfa,99,11,11,11,0,70,,,68,16,1:21.523,190.061,+1 Lap
4989,2021,Mexico City Grand Prix,ricciardo,mclaren,3,7,12,12,0,70,,,40,13,1:21.069,191.126,+1 Lap
4990,2021,Mexico City Grand Prix,ocon,alpine,31,19,13,13,0,70,,,67,14,1:21.348,190.470,+1 Lap
4991,2021,Mexico City Grand Prix,stroll,aston_martin,18,20,14,14,0,69,,,61,12,1:20.930,191.454,+2 Laps
4992,2021,Mexico City Grand Prix,bottas,mercedes,77,1,15,15,0,69,,,69,1,1:17.774,199.223,+2 Laps
4993,2021,Mexico City Grand Prix,russell,williams,63,16,16,16,0,69,,,61,18,1:22.016,188.919,+2 Laps
4994,2021,Mexico City Grand Prix,latifi,williams,6,13,17,17,0,69,,,66,17,1:21.546,190.008,+2 Laps
4995,2021,Mexico City Grand Prix,mazepin,haas,9,15,18,18,0,68,,,61,15,1:21.402,190.344,+3 Laps
4996,2021,Mexico City Grand Prix,mick_schumacher,haas,47,14,19,R,0,0,,,,,,,Collision
4997,2021,Mexico City Grand Prix,tsunoda,alphatauri,22,17,20,R,0,0,,,,,,,Collision
4998,2021,São Paulo Grand Prix,hamilton,mercedes,44,10,1,1,25,71,1:32:22.851,5542851,46,2,1:11.982,215.503,Finished
4999,2021,São Paulo Grand Prix,max_verstappen,red_bull,33,2,2,2,18,71,+10.496,5553347,47,3,1:12.486,214.005,Finished
5000,2021,São Paulo Grand Prix,bottas,mercedes,77,1,3,3,15,71,+13.576,5556427,49,4,1:12.526,213.887,Finished
5001,2021,São Paulo Grand Prix,perez,red_bull,11,4,4,4,13,71,+39.940,5582791,71,1,1:11.010,218.453,Finished
5002,2021,São Paulo Grand Prix,leclerc,ferrari,16,6,5,5,10,71,+49.517,5592368,61,7,1:12.822,213.018,Finished
5003,2021,São Paulo Grand Prix,sainz,ferrari,55,3,6,6,8,71,+51.820,5594671,63,6,1:12.710,213.346,Finished
5004,2021,São Paulo Grand Prix,gasly,alphatauri,10,7,7,7,6,70,,,53,8,1:13.227,211.839,+1 Lap
5005,2021,São Paulo Grand Prix,ocon,alpine,31,8,8,8,4,70,,,48,16,1:14.430,208.415,+1 Lap
5006,2021,São Paulo Grand Prix,alonso,alpine,14,12,9,9,2,70,,,37,12,1:13.922,209.848,+1 Lap
5007,2021,São Paulo Grand Prix,norris,mclaren,4,5,10,10,1,70,,,53,10,1:13.761,210.306,+1 Lap
5008,2021,São Paulo Grand Prix,vettel,aston_martin,5,9,11,11,0,70,,,69,9,1:13.634,210.668,+1 Lap
5009,2021,São Paulo Grand Prix,raikkonen,alfa,7,0,12,12,0,70,,,54,5,1:12.621,213.607,+1 Lap
5010,2021,São Paulo Grand Prix,russell,williams,63,17,13,13,0,70,,,45,15,1:14.355,208.626,+1 Lap
5011,2021,São Paulo Grand Prix,giovinazzi,alfa,99,13,14,14,0,70,,,44,14,1:14.227,208.985,+1 Lap
5012,2021,São Paulo Grand Prix,tsunoda,alphatauri,22,15,15,15,0,70,,,62,13,1:14.204,209.050,+1 Lap
5013,2021,São Paulo Grand Prix,latifi,williams,6,16,16,16,0,70,,,57,18,1:14.616,207.896,+1 Lap
5014,2021,São Paulo Grand Prix,mazepin,haas,9,19,17,17,0,69,,,36,19,1:14.954,206.958,+2 Laps
5015,2021,São Paulo Grand Prix,mick_schumacher,haas,47,18,18,18,0,69,,,66,11,1:13.793,210.215,+2 Laps
5016,2021,São Paulo Grand Prix,ricciardo,mclaren,3,11,19,R,0,49,,,40,17,1:14.443,208.379,Power loss
5017,2021,São Paulo Grand Prix,stroll,aston_martin,18,14,20,R,0,47,,,25,20,1:15.344,205.887,Collision damage
5018,2021,Qatar Grand Prix,hamilton,mercedes,44,1,1,1,25,57,1:24:28.471,5068471,50,2,1:25.084,227.633,Finished
5019,2021,Qatar Grand Prix,max_verstappen,red_bull,33,7,2,2,19,57,+25.743,5094214,57,1,1:23.196,232.799,Finished
5020,2021,Qatar Grand Prix,alonso,alpine,14,3,3,3,15,57,+59.457,5127928,48,10,1:26.682,223.437,Finished
5021,2021,Qatar Grand Prix,perez,red_bull,11,11,4,4,12,57,+1:02.306,5130777,49,3,1:25.613,226.227,Finished
5022,2021,Qatar Grand Prix,ocon,alpine,31,9,5,5,10,57,+1:20.570,5149041,46,13,1:27.061,222.464,Finished
5023,2021,Qatar Grand Prix,stroll,aston_martin,18,12,6,6,8,57,+1:21.274,5149745,44,17,1:27.356,221.713,Finished
5024,2021,Qatar Grand Prix,sainz,ferrari,55,5,7,7,6,57,+1:21.911,5150382,46,9,1:26.570,223.726,Finished
5025,2021,Qatar Grand Prix,leclerc,ferrari,16,13,8,8,4,57,+1:23.126,5151597,46,8,1:26.555,223.765,Finished
5026,2021,Qatar Grand Prix,norris,mclaren,4,4,9,9,2,56,,,51,4,1:25.746,225.876,+1 Lap
5027,2021,Qatar Grand Prix,vettel,aston_martin,5,10,10,10,1,56,,,53,7,1:26.434,224.078,+1 Lap
5028,2021,Qatar Grand Prix,gasly,alphatauri,10,2,11,11,0,56,,,46,11,1:27.019,222.572,+1 Lap
5029,2021,Qatar Grand Prix,ricciardo,mclaren,3,14,12,12,0,56,,,50,14,1:27.198,222.115,+1 Lap
5030,2021,Qatar Grand Prix,tsunoda,alphatauri,22,8,13,13,0,56,,,50,12,1:27.043,222.510,+1 Lap
5031,2021,Qatar Grand Prix,raikkonen,alfa,7,16,14,14,0,56,,,53,6,1:26.358,224.275,+1 Lap
5032,2021,Qatar Grand Prix,giovinazzi,alfa,99,18,15,15,0,56,,,40,18,1:27.823,220.534,+1 Lap
5033,2021,Qatar Grand Prix,mick_schumacher,haas,47,19,16,16,0,56,,,46,19,1:28.412,219.065,+1 Lap
5034,2021,Qatar Grand Prix,russell,williams,63,15,17,17,0,55,,,55,5,1:25.768,225.818,+2 Laps
5035,2021,Qatar Grand Prix,mazepin,haas,9,20,18,18,0,55,,,55,16,1:27.340,221.754,+2 Laps
5036,2021,Qatar Grand Prix,latifi,williams,6,17,19,R,0,50,,,44,20,1:28.732,218.275,Puncture
5037,2021,Qatar Grand Prix,bottas,mercedes,77,6,20,R,0,48,,,39,15,1:27.246,221.992,Damage
5038,2021,Saudi Arabian Grand Prix,hamilton,mercedes,44,1,1,1,26,50,2:06:15.118,7575118,47,1,1:30.734,244.962,Finished
5039,2021,Saudi Arabian Grand Prix,max_verstappen,red_bull,33,3,2,2,18,50,+11.825,7586943,35,3,1:31.488,242.943,Finished
5040,2021,Saudi Arabian Grand Prix,bottas,mercedes,77,2,3,3,15,50,+27.531,7602649,47,2,1:31.408,243.155,Finished
5041,2021,Saudi Arabian Grand Prix,ocon,alpine,31,9,4,4,12,50,+27.633,7602751,47,6,1:31.797,242.125,Finished
5042,2021,Saudi Arabian Grand Prix,ricciardo,mclaren,3,11,5,5,10,50,+40.121,7615239,43,11,1:32.716,239.725,Finished
5043,2021,Saudi Arabian Grand Prix,gasly,alphatauri,10,6,6,6,8,50,+41.613,7616731,46,9,1:32.297,240.813,Finished
5044,2021,Saudi Arabian Grand Prix,leclerc,ferrari,16,4,7,7,6,50,+44.475,7619593,46,4,1:31.601,242.643,Finished
5045,2021,Saudi Arabian Grand Prix,sainz,ferrari,55,15,8,8,4,50,+46.606,7621724,37,7,1:31.851,241.983,Finished
5046,2021,Saudi Arabian Grand Prix,giovinazzi,alfa,99,10,9,9,2,50,+58.505,7633623,37,15,1:32.865,239.340,Finished
5047,2021,Saudi Arabian Grand Prix,norris,mclaren,4,7,10,10,1,50,+1:01.358,7636476,49,8,1:31.914,241.817,Finished
5048,2021,Saudi Arabian Grand Prix,stroll,aston_martin,18,18,11,11,0,50,+1:17.212,7652330,45,14,1:32.804,239.498,Finished
5049,2021,Saudi Arabian Grand Prix,latifi,williams,6,16,12,12,0,50,+1:23.249,7658367,49,12,1:32.751,239.635,Finished
5050,2021,Saudi Arabian Grand Prix,alonso,alpine,14,13,13,13,0,49,,,46,5,1:31.633,242.558,+1 Lap
5051,2021,Saudi Arabian Grand Prix,tsunoda,alphatauri,22,8,14,14,0,49,,,44,10,1:32.506,240.269,+1 Lap
5052,2021,Saudi Arabian Grand Prix,raikkonen,alfa,7,12,15,15,0,49,,,45,13,1:32.778,239.565,+1 Lap
5053,2021,Saudi Arabian Grand Prix,vettel,aston_martin,5,17,16,R,0,44,,,41,16,1:34.030,236.375,Collision damage
5054,2021,Saudi Arabian Grand Prix,perez,red_bull,11,5,17,R,0,14,,,9,17,1:34.138,236.104,Collision
5055,2021,Saudi Arabian Grand Prix,mazepin,haas,9,20,18,R,0,14,,,7,20,1:37.043,229.036,Collision
5056,2021,Saudi Arabian Grand Prix,russell,williams,63,14,19,R,0,14,,,7,19,1:36.130,231.211,Collision
5057,2021,Saudi Arabian Grand Prix,mick_schumacher,haas,47,19,20,R,0,8,,,8,18,1:36.043,231.421,Accident
5058,2021,Abu Dhabi Grand Prix,max_verstappen,red_bull,33,1,1,1,26,58,1:30:17.345,5417345,39,1,1:26.103,220.800,Finished
5059,2021,Abu Dhabi Grand Prix,hamilton,mercedes,44,2,2,2,18,58,+2.256,5419601,43,3,1:26.615,219.495,Finished
5060,2021,Abu Dhabi Grand Prix,sainz,ferrari,55,5,3,3,15,58,+5.173,5422518,51,9,1:27.618,216.982,Finished
5061,2021,Abu Dhabi Grand Prix,tsunoda,alphatauri,22,8,4,4,12,58,+5.692,5423037,50,7,1:27.496,217.285,Finished
5062,2021,Abu Dhabi Grand Prix,gasly,alphatauri,10,12,5,5,10,58,+6.531,5423876,49,6,1:27.342,217.668,Finished
5063,2021,Abu Dhabi Grand Prix,bottas,mercedes,77,6,6,6,8,58,+7.463,5424808,51,5,1:26.862,218.871,Finished
5064,2021,Abu Dhabi Grand Prix,norris,mclaren,4,3,7,7,6,58,+59.200,5476545,58,4,1:26.762,219.123,Finished
5065,2021,Abu Dhabi Grand Prix,alonso,alpine,14,11,8,8,4,58,+1:01.708,5479053,58,8,1:27.607,217.010,Finished
5066,2021,Abu Dhabi Grand Prix,ocon,alpine,31,9,9,9,2,58,+1:04.026,5481371,58,10,1:28.249,215.431,Finished
5067,2021,Abu Dhabi Grand Prix,leclerc,ferrari,16,7,10,10,1,58,+1:06.057,5483402,40,12,1:28.433,214.983,Finished
5068,2021,Abu Dhabi Grand Prix,vettel,aston_martin,5,15,11,11,0,58,+1:07.527,5484872,58,11,1:28.303,215.299,Finished
5069,2021,Abu Dhabi Grand Prix,ricciardo,mclaren,3,10,12,12,0,57,,,48,14,1:28.723,214.280,+1 Lap
5070,2021,Abu Dhabi Grand Prix,stroll,aston_martin,18,13,13,13,0,57,,,48,13,1:28.567,214.657,+1 Lap
5071,2021,Abu Dhabi Grand Prix,mick_schumacher,haas,47,19,14,14,0,57,,,42,17,1:29.457,212.522,+1 Lap
5072,2021,Abu Dhabi Grand Prix,perez,red_bull,11,4,15,15,0,55,,,51,2,1:26.419,219.993,Engine
5073,2021,Abu Dhabi Grand Prix,latifi,williams,6,16,16,R,0,50,,,30,15,1:29.293,212.912,Accident
5074,2021,Abu Dhabi Grand Prix,giovinazzi,alfa,99,14,17,R,0,33,,,33,16,1:29.442,212.557,Gearbox
5075,2021,Abu Dhabi Grand Prix,russell,williams,63,17,18,R,0,26,,,23,19,1:30.647,209.732,Gearbox
5076,2021,Abu Dhabi Grand Prix,raikkonen,alfa,7,18,19,R,0,25,,,23,18,1:29.698,211.951,Brakes
5077,2021,Abu Dhabi Grand Prix,mazepin,haas,9,20,20,W,0,0,,,,,,,Illness
5078,2022,Bahrain Grand Prix,leclerc,ferrari,16,1,1,1,26,57,1:37:33.584,5853584,51,1,1:34.570,206.018,Finished
5079,2022,Bahrain Grand Prix,sainz,ferrari,55,3,2,2,18,57,+5.598,5859182,52,3,1:35.740,203.501,Finished
5080,2022,Bahrain Grand Prix,hamilton,mercedes,44,5,3,3,15,57,+9.675,5863259,53,5,1:36.228,202.469,Finished
5081,2022,Bahrain Grand Prix,russell,mercedes,63,9,4,4,12,57,+11.211,5864795,56,6,1:36.302,202.313,Finished
5082,2022,Bahrain Grand Prix,kevin_magnussen,haas,20,7,5,5,10,57,+14.754,5868338,53,8,1:36.623,201.641,Finished
5083,2022,Bahrain Grand Prix,bottas,alfa,77,6,6,6,8,57,+16.119,5869703,53,7,1:36.599,201.691,Finished
5084,2022,Bahrain Grand Prix,ocon,alpine,31,11,7,7,6,57,+19.423,5873007,53,14,1:37.110,200.630,Finished
5085,2022,Bahrain Grand Prix,tsunoda,alphatauri,22,16,8,8,4,57,+20.386,5873970,53,13,1:37.104,200.642,Finished
5086,2022,Bahrain Grand Prix,alonso,alpine,14,8,9,9,2,57,+22.390,5875974,44,10,1:36.733,201.412,Finished
5087,2022,Bahrain Grand Prix,zhou,alfa,24,15,10,10,1,57,+23.064,5876648,39,9,1:36.685,201.512,Finished
5088,2022,Bahrain Grand Prix,mick_schumacher,haas,47,12,11,11,0,57,+32.574,5886158,37,11,1:36.956,200.948,Finished
5089,2022,Bahrain Grand Prix,stroll,aston_martin,18,19,12,12,0,57,+45.873,5899457,49,15,1:37.146,200.555,Finished
5090,2022,Bahrain Grand Prix,albon,williams,23,14,13,13,0,57,+53.932,5907516,50,18,1:37.355,200.125,Finished
5091,2022,Bahrain Grand Prix,ricciardo,mclaren,3,18,14,14,0,57,+54.975,5908559,50,16,1:37.261,200.318,Finished
5092,2022,Bahrain Grand Prix,norris,mclaren,4,13,15,15,0,57,+56.335,5909919,51,12,1:36.988,200.882,Finished
5093,2022,Bahrain Grand Prix,latifi,williams,6,20,16,16,0,57,+1:01.795,5915379,51,20,1:38.251,198.300,Finished
5094,2022,Bahrain Grand Prix,hulkenberg,aston_martin,27,17,17,17,0,57,+1:03.829,5917413,49,19,1:38.201,198.401,Finished
5095,2022,Bahrain Grand Prix,perez,red_bull,11,4,18,18,0,56,,,52,4,1:36.089,202.762,Fuel pressure
5096,2022,Bahrain Grand Prix,max_verstappen,red_bull,1,2,19,19,0,54,,,51,2,1:35.440,204.140,Fuel pressure
5097,2022,Bahrain Grand Prix,gasly,alphatauri,10,10,20,R,0,44,,,34,17,1:37.324,200.189,Power Unit
5098,2022,Saudi Arabian Grand Prix,max_verstappen,red_bull,1,4,1,1,25,50,1:24:19.293,5059293,50,2,1:31.772,242.191,Finished
5099,2022,Saudi Arabian Grand Prix,leclerc,ferrari,16,2,2,2,19,50,+0.549,5059842,48,1,1:31.634,242.556,Finished
5100,2022,Saudi Arabian Grand Prix,sainz,ferrari,55,3,3,3,15,50,+8.097,5067390,48,3,1:31.905,241.841,Finished
5101,2022,Saudi Arabian Grand Prix,perez,red_bull,11,1,4,4,12,50,+10.800,5070093,46,4,1:32.042,241.481,Finished
5102,2022,Saudi Arabian Grand Prix,russell,mercedes,63,6,5,5,10,50,+32.732,5092025,43,7,1:32.821,239.454,Finished
5103,2022,Saudi Arabian Grand Prix,ocon,alpine,31,5,6,6,8,50,+56.017,5115310,46,9,1:33.103,238.729,Finished
5104,2022,Saudi Arabian Grand Prix,norris,mclaren,4,11,7,7,6,50,+56.124,5115417,46,5,1:32.753,239.629,Finished
5105,2022,Saudi Arabian Grand Prix,gasly,alphatauri,10,9,8,8,4,50,+1:02.946,5122239,42,10,1:33.468,237.796,Finished
5106,2022,Saudi Arabian Grand Prix,kevin_magnussen,haas,20,10,9,9,2,50,+1:04.308,5123601,48,6,1:32.779,239.562,Finished
5107,2022,Saudi Arabian Grand Prix,hamilton,mercedes,44,15,10,10,1,50,+1:13.948,5133241,47,8,1:32.997,239.001,Finished
5108,2022,Saudi Arabian Grand Prix,zhou,alfa,24,12,11,11,0,50,+1:22.215,5141508,45,13,1:33.924,236.642,Finished
5109,2022,Saudi Arabian Grand Prix,hulkenberg,aston_martin,27,17,12,12,0,50,+1:31.742,5151035,47,11,1:33.651,237.332,Finished
5110,2022,Saudi Arabian Grand Prix,stroll,aston_martin,18,13,13,13,0,49,,,46,16,1:34.446,235.334,+1 Lap
5111,2022,Saudi Arabian Grand Prix,albon,williams,23,16,14,14,0,47,,,46,15,1:34.368,235.528,Collision damage
5112,2022,Saudi Arabian Grand Prix,bottas,alfa,77,8,15,R,0,36,,,31,14,1:33.979,236.503,Cooling system
5113,2022,Saudi Arabian Grand Prix,alonso,alpine,14,7,16,R,0,35,,,33,12,1:33.831,236.876,Water pump
5114,2022,Saudi Arabian Grand Prix,ricciardo,mclaren,3,14,17,R,0,35,,,34,17,1:34.487,235.232,Gearbox
5115,2022,Saudi Arabian Grand Prix,latifi,williams,6,18,18,R,0,14,,,9,18,1:37.530,227.892,Accident
5116,2022,Saudi Arabian Grand Prix,tsunoda,alphatauri,22,19,19,R,0,0,,,,,,,Power Unit
5117,2022,Saudi Arabian Grand Prix,mick_schumacher,haas,47,0,20,W,0,0,,,,,,,Withdrew
5118,2022,Australian Grand Prix,leclerc,ferrari,16,1,1,1,26,58,1:27:46.548,5266548,58,1,1:20.260,236.740,Finished
5119,2022,Australian Grand Prix,perez,red_bull,11,3,2,2,18,58,+20.524,5287072,58,3,1:21.094,234.305,Finished
5120,2022,Australian Grand Prix,russell,mercedes,63,6,3,3,15,58,+25.593,5292141,53,4,1:21.495,233.152,Finished
5121,2022,Australian Grand Prix,hamilton,mercedes,44,5,4,4,12,58,+28.543,5295091,51,7,1:21.886,232.039,Finished
5122,2022,Australian Grand Prix,norris,mclaren,4,4,5,5,10,58,+53.303,5319851,55,8,1:22.248,231.018,Finished
5123,2022,Australian Grand Prix,ricciardo,mclaren,3,7,6,6,8,58,+53.737,5320285,54,9,1:22.451,230.449,Finished
5124,2022,Australian Grand Prix,ocon,alpine,31,8,7,7,6,58,+1:01.683,5328231,58,10,1:22.469,230.399,Finished
5125,2022,Australian Grand Prix,bottas,alfa,77,12,8,8,4,58,+1:08.439,5334987,54,5,1:21.651,232.707,Finished
5126,2022,Australian Grand Prix,gasly,alphatauri,10,11,9,9,2,58,+1:16.221,5342769,52,13,1:22.731,229.669,Finished
5127,2022,Australian Grand Prix,albon,williams,23,20,10,10,1,58,+1:19.382,5345930,54,12,1:22.589,230.064,Finished
5128,2022,Australian Grand Prix,zhou,alfa,24,14,11,11,0,58,+1:21.695,5348243,55,11,1:22.541,230.198,Finished
5129,2022,Australian Grand Prix,stroll,aston_martin,18,19,12,12,0,58,+1:28.598,5355146,48,17,1:23.592,227.304,Finished
5130,2022,Australian Grand Prix,mick_schumacher,haas,47,15,13,13,0,57,,,55,14,1:23.006,228.908,+1 Lap
5131,2022,Australian Grand Prix,kevin_magnussen,haas,20,16,14,14,0,57,,,44,15,1:23.071,228.729,+1 Lap
5132,2022,Australian Grand Prix,tsunoda,alphatauri,22,13,15,15,0,57,,,56,16,1:23.342,227.985,+1 Lap
5133,2022,Australian Grand Prix,latifi,williams,6,18,16,16,0,57,,,49,18,1:23.882,226.518,+1 Lap
5134,2022,Australian Grand Prix,alonso,alpine,14,10,17,17,0,57,,,57,2,1:20.846,235.024,+1 Lap
5135,2022,Australian Grand Prix,max_verstappen,red_bull,1,2,18,R,0,38,,,37,6,1:21.677,232.633,Fuel leak
5136,2022,Australian Grand Prix,vettel,aston_martin,5,17,19,R,0,22,,,17,19,1:25.189,223.042,Accident
5137,2022,Australian Grand Prix,sainz,ferrari,55,9,20,R,0,1,,,,,,,Spun off
5138,2022,Emilia Romagna Grand Prix,max_verstappen,red_bull,1,1,1,1,26,63,1:32:07.986,5527986,55,1,1:18.446,225.281,Finished
5139,2022,Emilia Romagna Grand Prix,perez,red_bull,11,3,2,2,18,63,+16.527,5544513,52,3,1:18.949,223.845,Finished
5140,2022,Emilia Romagna Grand Prix,norris,mclaren,4,5,3,3,15,63,+34.834,5562820,61,7,1:20.903,218.439,Finished
5141,2022,Emilia Romagna Grand Prix,russell,mercedes,63,11,4,4,12,63,+42.506,5570492,57,8,1:20.962,218.280,Finished
5142,2022,Emilia Romagna Grand Prix,bottas,alfa,77,7,5,5,10,63,+43.181,5571167,43,6,1:20.758,218.831,Finished
5143,2022,Emilia Romagna Grand Prix,leclerc,ferrari,16,2,6,6,8,63,+56.072,5584058,63,2,1:18.574,224.914,Finished
5144,2022,Emilia Romagna Grand Prix,tsunoda,alphatauri,22,12,7,7,6,63,+1:01.110,5589096,61,5,1:20.544,219.412,Finished
5145,2022,Emilia Romagna Grand Prix,vettel,aston_martin,5,13,8,8,4,63,+1:10.892,5598878,47,9,1:21.211,217.610,Finished
5146,2022,Emilia Romagna Grand Prix,kevin_magnussen,haas,20,8,9,9,2,63,+1:15.260,5603246,61,10,1:21.238,217.538,Finished
5147,2022,Emilia Romagna Grand Prix,stroll,aston_martin,18,15,10,10,1,62,,,46,16,1:21.750,216.176,+1 Lap
5148,2022,Emilia Romagna Grand Prix,albon,williams,23,18,11,11,0,62,,,61,17,1:21.757,216.157,+1 Lap
5149,2022,Emilia Romagna Grand Prix,gasly,alphatauri,10,17,12,12,0,62,,,34,15,1:21.713,216.274,+1 Lap
5150,2022,Emilia Romagna Grand Prix,hamilton,mercedes,44,14,13,13,0,62,,,50,13,1:21.419,217.054,+1 Lap
5151,2022,Emilia Romagna Grand Prix,ocon,alpine,31,16,14,14,0,62,,,37,18,1:21.887,215.814,+1 Lap
5152,2022,Emilia Romagna Grand Prix,zhou,alfa,24,0,15,15,0,62,,,61,11,1:21.286,217.410,+1 Lap
5153,2022,Emilia Romagna Grand Prix,latifi,williams,6,19,16,16,0,62,,,62,12,1:21.338,217.271,+1 Lap
5154,2022,Emilia Romagna Grand Prix,mick_schumacher,haas,47,10,17,17,0,62,,,55,4,1:18.999,223.704,+1 Lap
